,BUILT_FORM,TOTAL_FLOOR_AREA,FLOOR_HEIGHT,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,WINDOWS_DESCRIPTION,WALLS_DESCRIPTION,ROOF_DESCRIPTION,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,MULTI_GLAZE_PROPORTION,MAINHEAT_DESCRIPTION
0,5,133.6,2.44,3,6.0,3,3,4,6.0,0.0,98.0,7
1,0,92.2,2.4,3,6.0,0,25,6,6.0,0.0,100.0,7
2,0,145.8,2.4,3,7.0,0,0,14,7.0,0.0,100.0,7
3,5,79.4,2.51,3,4.0,0,3,8,4.0,0.0,100.0,7
4,4,67.3,2.4,3,4.0,3,3,8,4.0,0.0,33.0,7
5,4,79.75,2.494,3,5.0,0,16,4,5.0,4.0,100.0,7
6,5,82.25,2.4,3,5.0,0,16,5,5.0,0.0,100.0,7
7,5,60.3,2.42,3,3.0,0,3,8,3.0,0.0,100.0,7
8,5,89.0,2.34,3,4.0,0,0,6,4.0,0.0,100.0,7
9,5,76.25,2.36,3,4.0,0,1,17,4.0,0.0,100.0,7
10,3,67.25,2.3,3,3.0,3,25,4,3.0,0.0,78.0,7
11,5,191.8,2.4,3,7.0,0,0,8,7.0,0.0,100.0,7
12,5,183.2,2.53,3,10.0,0,16,4,10.0,0.0,100.0,7
13,4,62.4,2.41,3,3.0,3,16,4,3.0,0.0,55.0,7
14,5,84.6,2.42,3,4.0,0,21,7,4.0,0.0,100.0,7
15,4,55.3,2.4,3,3.0,0,2,17,3.0,0.0,100.0,7
16,4,66.25,2.5,3,5.0,3,1,7,4.0,0.0,90.0,21
17,5,69.5,2.34,3,4.0,0,0,14,4.0,0.0,100.0,7
18,4,83.5,2.8,3,5.0,3,16,3,5.0,0.0,40.0,7
19,3,89.75,2.35,3,5.0,0,21,17,2.0,0.0,100.0,35
20,0,82.0,2.3,3,6.0,0,0,7,6.0,0.0,100.0,7
21,5,96.25,2.42,3,5.0,0,1,3,5.0,0.0,100.0,7
22,3,127.25,2.53,3,8.0,0,8,3,8.0,0.0,100.0,7
23,5,175.1,2.4,3,9.0,0,1,6,9.0,0.0,100.0,7
24,0,86.2,2.6,3,4.0,0,0,9,4.0,0.0,100.0,7
25,3,82.0,2.3,3,6.0,0,0,15,6.0,0.0,100.0,7
26,0,113.4,2.4,3,6.0,0,0,6,6.0,0.0,100.0,7
27,3,84.7,2.32,3,5.0,0,2,6,5.0,0.0,100.0,7
28,5,85.0,2.5,3,5.0,0,23,8,4.0,0.0,100.0,7
29,3,74.1,2.3,3,5.0,0,0,11,5.0,0.0,100.0,7
30,5,72.3,2.66,3,6.0,3,1,6,6.0,0.0,66.0,7
31,4,52.0,2.7,3,3.0,0,16,7,3.0,0.0,100.0,7
32,5,76.94,2.25,3,4.0,0,0,8,4.0,0.0,100.0,7
33,3,116.9,2.64,3,5.0,3,2,7,5.0,0.0,50.0,7
34,3,105.0,2.4,3,5.0,0,0,7,5.0,0.0,100.0,7
35,0,103.5,2.42,3,7.0,0,0,12,7.0,0.0,100.0,7
36,0,150.8,2.34,3,5.0,0,3,11,5.0,0.0,100.0,7
37,5,149.8,2.82,3,4.0,0,16,14,4.0,0.0,100.0,7
38,5,46.2,2.37,3,2.0,0,3,6,2.0,0.0,100.0,7
39,4,114.5,2.3,3,7.0,0,3,7,7.0,0.0,100.0,7
40,4,56.75,2.74,3,4.0,0,1,19,4.0,0.0,100.0,7
41,0,45.5,2.3,3,2.0,0,3,4,2.0,0.0,100.0,7
42,0,78.1,3.14,3,4.0,0,1,3,4.0,0.0,100.0,7
43,3,80.0,2.4,3,4.0,0,1,4,4.0,0.0,100.0,21
44,5,78.44,2.65,3,4.0,0,3,3,4.0,0.0,100.0,7
45,0,92.44,2.37,3,5.0,0,1,4,5.0,0.0,100.0,7
46,0,117.8,2.23,3,7.0,0,0,7,7.0,0.0,100.0,7
47,0,176.5,2.48,3,7.0,0,3,14,7.0,1.0,100.0,7
48,4,90.2,2.35,3,5.0,0,12,7,5.0,0.0,100.0,7
49,5,94.7,2.35,3,4.0,2,16,4,4.0,0.0,88.0,8
50,3,152.1,2.98,3,7.0,0,16,3,7.0,2.0,100.0,7
51,5,86.94,2.49,3,5.0,0,3,11,5.0,0.0,100.0,21
52,5,94.44,2.52,3,5.0,0,1,4,4.0,0.0,100.0,7
53,4,64.94,2.64,3,4.0,0,12,6,4.0,0.0,100.0,7
54,4,95.1,2.4,3,4.0,3,2,2,4.0,0.0,80.0,7
55,4,82.4,2.6,3,5.0,4,3,6,5.0,0.0,0.0,7
56,5,121.2,2.3,3,5.0,0,0,6,5.0,0.0,100.0,7
57,4,93.94,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7
58,4,47.34,2.3,3,2.0,0,0,8,2.0,0.0,100.0,7
59,5,81.5,2.5,3,6.0,0,1,6,6.0,0.0,100.0,7
60,0,93.4,2.27,3,4.0,0,2,4,4.0,0.0,100.0,7
61,5,105.06,2.45,3,5.0,3,3,14,5.0,0.0,60.0,7
62,0,156.6,2.4,3,7.0,3,0,13,7.0,0.0,85.0,7
63,4,58.5,2.39,3,3.0,0,0,6,3.0,0.0,100.0,7
64,2,98.5,3.53,3,3.0,4,19,15,3.0,0.0,0.0,7
65,5,60.66,2.303,1,5.0,0,2,14,5.0,0.0,100.0,7
66,5,89.1,2.4,3,5.0,0,1,14,5.0,0.0,100.0,7
67,0,154.4,2.2,3,11.0,3,25,19,11.0,1.0,30.0,7
68,3,66.9,2.41,3,4.0,0,15,15,4.0,0.0,100.0,7
69,4,68.6,2.8,3,3.0,0,3,12,3.0,0.0,100.0,7
70,5,66.0,2.34,3,4.0,0,1,7,4.0,0.0,100.0,7
71,4,72.06,2.35,3,6.0,3,1,11,3.0,0.0,50.0,21
72,0,121.3,2.45,3,7.0,0,3,13,7.0,0.0,100.0,7
73,5,80.8,2.45,3,5.0,0,1,17,5.0,0.0,100.0,7
74,4,89.3,2.48,3,4.0,0,16,13,4.0,1.0,100.0,7
75,5,83.06,2.45,3,5.0,0,21,14,5.0,0.0,100.0,7
76,5,84.8,2.56,3,4.0,0,16,4,4.0,0.0,100.0,7
77,4,85.44,2.58,3,4.0,0,1,4,4.0,0.0,100.0,7
78,0,191.2,2.69,3,8.0,0,0,6,8.0,0.0,100.0,7
79,3,79.1,2.45,3,5.0,0,16,9,5.0,1.0,100.0,7
80,4,81.8,2.3,3,5.0,0,0,16,5.0,0.0,100.0,7
81,4,68.2,2.33,3,4.0,0,1,14,4.0,0.0,100.0,21
82,3,72.75,2.37,3,4.0,0,0,4,4.0,0.0,100.0,7
83,0,191.8,2.43,3,8.0,3,2,12,8.0,0.0,95.0,7
84,5,79.4,2.5,3,5.0,2,1,3,3.0,0.0,80.0,7
85,1,40.3,2.3,3,2.0,0,25,4,1.0,0.0,100.0,30
86,5,72.44,2.5,3,3.0,0,3,8,3.0,0.0,100.0,7
87,0,89.1,2.38,3,6.0,0,0,15,6.0,0.0,100.0,7
88,3,66.6,2.4,3,4.0,0,16,14,4.0,0.0,100.0,7
89,5,179.1,2.73,3,7.0,0,0,15,7.0,1.0,100.0,8
90,5,57.06,2.32,3,3.0,0,0,8,3.0,0.0,100.0,7
91,3,90.5,2.4,3,5.0,0,1,6,5.0,0.0,100.0,7
92,4,91.9,2.34,3,5.0,0,0,8,5.0,0.0,100.0,7
93,0,537.0,2.69,3,13.0,0,0,16,13.0,1.0,100.0,13
94,0,134.1,2.48,1,5.0,0,16,6,5.0,0.0,100.0,7
95,5,111.8,2.85,3,5.0,3,16,5,5.0,0.0,95.0,7
96,4,84.25,2.57,3,5.0,0,16,4,5.0,1.0,100.0,7
97,4,88.56,2.36,3,5.0,0,3,8,5.0,0.0,100.0,7
98,5,70.8,2.5,3,4.0,0,3,6,4.0,0.0,100.0,7
99,5,103.2,2.45,3,4.0,3,1,4,4.0,0.0,75.0,7
100,5,29.4,2.23,3,1.0,0,15,12,1.0,0.0,100.0,30
101,5,77.5,2.35,3,5.0,0,0,6,5.0,0.0,100.0,7
102,0,96.6,2.26,3,6.0,2,3,13,6.0,0.0,96.0,8
103,3,69.8,2.33,3,5.0,0,2,14,5.0,0.0,100.0,7
104,5,237.8,2.6,3,6.0,0,16,4,6.0,1.0,100.0,7
105,5,48.47,2.35,3,3.0,0,25,4,3.0,0.0,100.0,7
106,4,81.9,2.3,3,5.0,0,16,16,5.0,0.0,100.0,7
107,3,80.8,2.3,3,5.0,0,0,6,5.0,0.0,100.0,7
108,0,98.06,2.39,3,5.0,3,16,16,5.0,1.0,75.0,7
109,4,57.7,2.4,3,4.0,0,0,14,4.0,0.0,100.0,7
110,3,94.8,2.4,3,4.0,0,3,4,4.0,0.0,100.0,7
111,0,99.94,2.4,3,5.0,0,0,11,5.0,0.0,100.0,7
112,0,260.2,2.42,3,6.0,0,1,8,6.0,0.0,100.0,7
113,5,50.75,2.3,3,3.0,0,0,4,3.0,0.0,100.0,7
114,5,108.0,2.6,3,6.0,3,1,7,6.0,0.0,78.0,7
115,4,81.1,2.45,3,5.0,2,16,4,5.0,0.0,83.0,7
116,5,72.6,2.44,3,3.0,0,3,18,3.0,2.0,100.0,7
117,4,82.7,2.43,3,5.0,4,3,14,5.0,0.0,0.0,7
118,0,85.3,2.5,3,4.0,0,0,6,4.0,0.0,100.0,7
119,5,73.8,2.4,3,4.0,0,0,4,4.0,0.0,100.0,7
120,5,82.4,2.45,3,5.0,0,3,6,5.0,0.0,100.0,7
121,3,91.6,2.4,3,5.0,0,16,13,5.0,0.0,100.0,7
122,5,117.3,2.65,3,6.0,0,3,2,6.0,0.0,100.0,7
123,5,110.0,2.43,3,4.0,0,1,7,4.0,0.0,100.0,7
124,5,82.6,2.3,3,5.0,0,16,6,5.0,0.0,100.0,7
125,5,91.56,2.4,3,5.0,0,16,4,5.0,2.0,100.0,7
126,0,81.06,2.61,3,5.0,0,1,6,5.0,0.0,100.0,7
127,3,93.94,2.37,3,5.0,3,27,0,5.0,0.0,20.0,7
128,5,106.94,2.36,3,4.0,0,3,6,4.0,0.0,100.0,7
129,4,66.4,2.77,3,4.0,0,16,3,4.0,0.0,100.0,7
130,0,83.0,2.3,3,5.0,0,3,17,5.0,0.0,100.0,7
131,4,107.8,2.6,3,4.0,0,2,17,4.0,1.0,100.0,7
132,4,62.25,2.32,3,3.0,0,0,11,3.0,1.0,100.0,21
133,4,63.8,2.7,3,3.0,0,1,7,3.0,0.0,100.0,7
134,0,144.2,2.36,3,8.0,0,3,7,8.0,0.0,100.0,7
135,4,88.44,2.29,3,4.0,0,3,7,4.0,0.0,100.0,7
136,3,90.0,2.4,3,5.0,0,3,6,5.0,0.0,100.0,7
137,3,106.75,2.48,3,6.0,0,16,4,6.0,0.0,100.0,7
138,0,116.06,2.44,1,5.0,0,3,11,5.0,0.0,100.0,7
139,0,111.5,2.3,3,6.0,0,0,11,6.0,1.0,100.0,7
140,5,58.53,2.43,3,4.0,0,3,14,4.0,1.0,100.0,7
141,4,49.4,2.4,3,4.0,0,16,3,4.0,0.0,100.0,7
142,3,72.8,2.19,3,4.0,0,3,6,4.0,0.0,100.0,7
143,0,144.0,2.36,3,6.0,0,14,6,6.0,1.0,100.0,7
144,0,124.5,2.5,3,6.0,0,0,7,6.0,0.0,100.0,7
145,0,70.5,2.3,3,4.0,0,1,3,4.0,0.0,100.0,7
146,4,84.8,2.4,3,3.0,0,0,8,3.0,0.0,100.0,7
147,5,88.6,2.3,3,5.0,0,0,13,5.0,0.0,100.0,7
148,5,97.4,2.5,3,5.0,0,16,7,5.0,0.0,100.0,7
149,3,69.8,2.46,3,4.0,0,1,14,4.0,0.0,100.0,7
150,5,86.7,2.6,3,5.0,0,3,13,5.0,0.0,100.0,7
151,2,118.0,2.7,3,5.0,0,8,3,5.0,0.0,100.0,7
152,5,92.4,2.28,3,6.0,4,12,4,6.0,0.0,0.0,8
153,5,85.2,2.47,3,6.0,3,0,15,5.0,0.0,90.0,7
154,5,77.7,2.47,3,4.0,0,16,19,4.0,1.0,100.0,7
155,4,136.8,2.77,3,6.0,0,16,6,6.0,0.0,100.0,7
156,0,159.2,2.4,3,7.0,0,0,4,7.0,0.0,100.0,7
157,5,88.44,2.38,3,4.0,0,1,13,4.0,0.0,100.0,7
158,3,67.2,2.79,3,5.0,0,16,7,5.0,2.0,100.0,7
159,4,90.25,2.36,3,4.0,0,0,12,4.0,0.0,100.0,7
160,0,117.0,2.3,3,6.0,0,3,4,6.0,0.0,100.0,7
161,5,103.6,2.3,3,5.0,0,0,8,5.0,0.0,100.0,7
162,4,86.06,2.38,3,4.0,0,1,6,4.0,0.0,100.0,7
163,4,56.0,2.34,3,4.0,0,0,7,4.0,0.0,100.0,7
164,5,101.1,2.23,3,8.0,0,14,7,8.0,0.0,100.0,7
165,3,56.2,2.36,3,4.0,0,0,15,4.0,0.0,100.0,8
166,3,89.1,2.38,3,3.0,0,3,11,3.0,0.0,100.0,7
167,0,150.0,2.5,3,6.0,0,1,13,6.0,1.0,100.0,7
168,4,73.6,2.35,3,4.0,0,16,3,4.0,1.0,100.0,7
169,5,77.06,2.3,3,5.0,0,3,6,5.0,0.0,100.0,7
170,4,74.8,2.26,3,5.0,0,1,4,5.0,0.0,100.0,7
171,0,106.0,2.45,3,5.0,0,16,4,5.0,0.0,100.0,7
172,5,79.7,2.4,3,7.0,0,1,4,7.0,0.0,100.0,7
173,3,72.7,2.4,3,4.0,3,16,6,4.0,0.0,70.0,7
174,5,101.9,2.44,3,5.0,0,3,8,3.0,1.0,100.0,2
175,4,111.4,2.6,3,6.0,0,16,9,6.0,0.0,100.0,7
176,4,104.1,2.81,3,5.0,3,1,4,5.0,0.0,50.0,7
177,5,79.0,2.5,3,5.0,0,0,8,5.0,0.0,100.0,7
178,5,88.5,2.6,3,4.0,0,1,8,4.0,0.0,100.0,7
179,0,197.0,2.42,3,8.0,0,2,7,8.0,0.0,100.0,7
180,3,84.4,2.49,3,5.0,0,3,8,5.0,0.0,100.0,7
181,5,60.0,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7
182,1,30.67,2.33,3,2.0,3,3,4,2.0,0.0,50.0,15
183,3,81.2,2.42,3,5.0,0,3,6,5.0,0.0,100.0,7
184,5,58.7,2.37,3,4.0,0,0,15,4.0,0.0,100.0,7
185,5,80.3,2.4,3,4.0,0,25,8,4.0,0.0,100.0,7
186,0,130.6,3.0,3,5.0,3,16,11,5.0,0.0,50.0,7
187,5,96.4,2.56,3,5.0,0,1,4,5.0,0.0,100.0,7
188,5,91.75,2.63,3,5.0,4,16,14,5.0,0.0,0.0,7
189,5,91.9,2.4,3,5.0,0,1,4,5.0,1.0,100.0,7
190,4,52.3,2.34,3,2.0,0,3,6,2.0,0.0,100.0,7
191,4,92.0,2.4,3,5.0,0,2,13,5.0,0.0,100.0,7
192,5,68.3,2.31,3,3.0,0,1,4,3.0,0.0,100.0,7
193,4,66.56,2.57,3,5.0,0,1,7,5.0,0.0,100.0,7
194,5,86.8,2.4,3,4.0,0,3,6,4.0,0.0,100.0,7
195,0,142.0,2.36,1,5.0,0,0,4,5.0,1.0,100.0,7
196,5,69.8,2.3,3,5.0,0,3,8,5.0,0.0,100.0,7
197,4,85.44,2.46,3,5.0,0,3,7,5.0,0.0,100.0,7
198,5,72.6,2.4,3,6.0,0,1,18,6.0,1.0,100.0,7
199,0,96.4,2.4,3,5.0,0,1,2,5.0,0.0,100.0,8
200,3,81.56,2.45,3,5.0,0,16,3,5.0,0.0,100.0,7
201,3,81.6,2.59,3,5.0,0,16,6,5.0,0.0,100.0,7
202,4,67.5,2.3,3,4.0,0,0,19,4.0,0.0,100.0,7
203,5,68.7,2.66,3,4.0,0,16,3,4.0,0.0,100.0,7
204,0,109.2,2.7,3,4.0,0,3,8,4.0,0.0,100.0,7
205,3,59.6,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7
206,0,89.0,2.4,3,5.0,0,0,14,5.0,0.0,100.0,7
207,0,124.6,2.43,3,6.0,0,1,4,6.0,0.0,100.0,7
208,5,62.1,2.4,3,4.0,0,23,11,4.0,0.0,100.0,23
209,5,164.6,2.9,3,8.0,0,16,3,8.0,1.0,100.0,7
210,0,72.06,2.29,3,5.0,0,0,4,5.0,0.0,100.0,7
211,0,100.75,2.6,3,6.0,0,1,14,6.0,0.0,100.0,7
212,5,192.5,3.0,3,7.0,4,16,11,7.0,2.0,0.0,7
213,4,55.5,2.32,3,3.0,0,0,4,3.0,0.0,100.0,7
214,3,53.8,2.33,3,3.0,4,0,14,3.0,0.0,0.0,21
215,0,98.56,2.43,3,6.0,0,3,8,6.0,0.0,100.0,7
216,3,127.0,2.35,3,7.0,0,25,8,7.0,0.0,100.0,7
217,4,74.8,2.43,3,4.0,0,1,4,4.0,0.0,100.0,7
218,4,111.0,2.19,3,4.0,0,1,4,4.0,0.0,100.0,7
219,5,76.8,2.4,3,4.0,0,3,4,4.0,1.0,100.0,7
220,4,90.0,2.4,3,5.0,3,27,11,5.0,0.0,20.0,7
221,5,80.94,2.3,3,4.0,0,1,8,4.0,0.0,100.0,7
222,5,105.6,2.61,3,5.0,3,3,13,5.0,0.0,90.0,7
223,0,291.0,2.3,3,7.0,0,3,3,7.0,1.0,100.0,7
224,0,194.0,3.0,3,11.0,0,12,7,7.0,0.0,100.0,7
225,5,162.2,2.44,3,7.0,0,1,19,7.0,0.0,100.0,7
226,4,73.0,2.35,3,4.0,0,1,13,4.0,0.0,100.0,7
227,0,166.8,2.35,1,5.0,0,0,15,5.0,0.0,100.0,7
228,5,102.6,2.3,3,4.0,4,1,9,4.0,1.0,0.0,7
229,5,49.6,2.35,3,2.0,3,1,11,2.0,0.0,60.0,7
230,5,95.25,2.29,3,5.0,0,3,14,5.0,0.0,100.0,7
231,4,70.5,2.39,3,3.0,4,16,8,3.0,0.0,0.0,7
232,0,101.25,2.56,3,5.0,0,3,11,5.0,0.0,100.0,7
233,4,98.5,2.36,3,5.0,0,1,4,5.0,0.0,100.0,35
234,5,79.0,2.38,3,4.0,0,1,14,4.0,0.0,100.0,7
235,4,89.2,2.3,3,5.0,0,1,2,5.0,0.0,100.0,7
236,0,56.56,2.21,3,2.0,0,0,19,2.0,0.0,100.0,21
237,4,61.62,2.4,3,4.0,0,3,13,4.0,0.0,100.0,7
238,5,71.75,2.6,3,5.0,0,0,6,5.0,0.0,100.0,7
239,4,95.2,2.27,3,3.0,0,0,6,3.0,1.0,100.0,7
240,4,112.75,2.37,3,4.0,0,0,7,4.0,0.0,100.0,7
241,0,94.0,2.4,3,3.0,0,11,8,3.0,0.0,100.0,21
242,4,81.56,2.64,3,5.0,3,16,19,5.0,0.0,89.0,7
243,0,174.5,2.35,3,8.0,0,2,8,8.0,0.0,100.0,7
244,4,78.0,2.3,3,4.0,0,21,11,4.0,0.0,100.0,7
245,0,183.8,2.4,3,7.0,0,2,14,7.0,1.0,100.0,7
246,0,110.4,2.31,3,7.0,3,1,7,7.0,0.0,90.0,7
247,5,90.3,2.29,3,4.0,0,1,8,4.0,0.0,100.0,7
248,5,118.1,2.45,3,6.0,0,3,7,6.0,0.0,100.0,7
249,3,77.94,2.4,3,4.0,4,0,14,4.0,0.0,0.0,7
250,5,87.9,2.27,3,4.0,0,1,17,4.0,0.0,100.0,7
251,0,171.8,2.42,3,7.0,0,1,4,7.0,0.0,100.0,7
252,5,89.8,2.5,3,5.0,0,16,4,5.0,0.0,100.0,7
253,4,64.3,2.4,3,4.0,0,16,4,4.0,0.0,100.0,7
254,0,89.7,2.4,3,6.0,0,0,15,6.0,0.0,100.0,7
255,5,84.6,2.51,3,5.0,0,21,6,5.0,0.0,100.0,7
256,5,96.3,2.71,3,5.0,0,12,14,5.0,0.0,100.0,7
257,0,92.06,2.34,3,5.0,0,0,7,5.0,0.0,100.0,7
258,4,100.1,2.41,3,6.0,0,3,14,6.0,0.0,100.0,7
259,5,63.9,2.44,3,4.0,0,3,14,4.0,0.0,100.0,7
260,0,168.0,2.38,3,9.0,0,0,19,9.0,1.0,100.0,7
261,5,100.06,2.52,3,5.0,0,16,6,5.0,0.0,100.0,7
262,4,54.38,2.42,3,5.0,0,2,17,3.0,0.0,100.0,7
263,0,630.5,3.1,3,11.0,0,0,15,11.0,0.0,100.0,7
264,3,72.7,2.57,3,4.0,4,18,3,4.0,0.0,0.0,7
265,4,65.6,2.46,3,4.0,0,16,4,4.0,0.0,100.0,7
266,3,88.6,2.35,1,4.0,0,2,6,4.0,0.0,100.0,35
267,5,71.2,2.46,3,5.0,0,3,14,5.0,0.0,100.0,7
268,3,105.06,2.31,3,5.0,0,3,8,5.0,1.0,100.0,7
269,5,111.8,2.6,3,5.0,0,16,13,5.0,1.0,100.0,7
270,5,86.75,2.64,3,5.0,0,16,6,5.0,0.0,100.0,7
271,4,98.7,2.5,3,5.0,0,16,4,5.0,0.0,100.0,7
272,5,67.4,2.3,3,4.0,0,0,7,4.0,1.0,100.0,7
273,0,72.56,2.36,3,3.0,0,0,6,3.0,0.0,100.0,7
274,3,81.94,2.22,3,4.0,0,0,7,4.0,0.0,100.0,7
275,3,87.0,2.47,3,5.0,0,3,8,5.0,1.0,100.0,7
276,4,61.4,2.39,3,3.0,0,0,7,3.0,0.0,100.0,7
277,5,103.56,2.35,3,6.0,3,1,4,6.0,0.0,55.0,7
278,4,126.9,2.4,3,5.0,0,25,8,5.0,0.0,100.0,7
279,0,118.06,2.41,3,8.0,0,0,6,8.0,1.0,100.0,7
280,4,80.6,2.6,3,5.0,3,12,4,5.0,0.0,50.0,7
281,4,62.4,2.8,3,3.0,0,3,4,3.0,0.0,100.0,7
282,1,57.9,2.3,3,3.0,0,0,11,3.0,0.0,100.0,7
283,5,78.9,2.45,3,5.0,0,3,3,5.0,0.0,100.0,7
284,3,68.1,2.42,3,5.0,0,16,4,5.0,0.0,100.0,7
285,5,95.94,2.4,3,4.0,0,21,6,4.0,0.0,100.0,7
286,5,83.56,2.46,3,4.0,0,3,8,4.0,0.0,100.0,7
287,4,84.9,2.91,3,4.0,3,16,4,4.0,0.0,70.0,7
288,4,82.0,2.3,3,4.0,0,3,6,4.0,0.0,100.0,7
289,4,61.3,2.39,3,3.0,0,8,3,3.0,0.0,100.0,7
290,5,68.2,2.3,3,5.0,0,2,4,5.0,0.0,100.0,7
291,3,57.7,2.3,3,3.0,4,0,4,3.0,0.0,0.0,7
292,4,77.94,2.74,3,5.0,0,21,3,5.0,0.0,100.0,7
293,5,75.06,2.4,3,4.0,0,1,14,4.0,0.0,100.0,7
294,4,68.5,2.58,3,5.0,3,16,7,5.0,0.0,55.0,7
295,5,84.8,2.3,3,5.0,0,0,15,5.0,0.0,100.0,7
296,5,81.06,2.48,3,5.0,3,16,9,5.0,0.0,15.0,7
297,5,75.0,2.4,3,5.0,0,0,11,5.0,0.0,100.0,7
298,4,71.1,2.67,3,4.0,0,3,7,4.0,0.0,100.0,7
299,4,76.5,2.4,3,3.0,0,0,14,3.0,0.0,100.0,7
300,3,87.94,2.4,3,5.0,0,2,6,5.0,0.0,100.0,7
301,5,92.4,2.42,3,5.0,4,3,6,5.0,0.0,0.0,7
302,5,77.0,2.3,3,4.0,0,1,3,4.0,0.0,100.0,7
303,5,62.9,2.4,3,4.0,0,2,13,4.0,0.0,100.0,7
304,4,80.9,2.4,3,8.0,0,0,19,8.0,0.0,100.0,7
305,5,139.4,2.46,3,6.0,0,0,4,6.0,0.0,100.0,7
306,5,50.4,2.5,3,4.0,2,3,17,4.0,0.0,95.0,7
307,4,82.0,2.54,3,3.0,3,16,14,1.0,0.0,50.0,30
308,5,105.56,2.35,3,7.0,3,3,4,6.0,0.0,67.0,7
309,3,62.2,2.3,3,3.0,0,16,4,3.0,0.0,100.0,7
310,5,73.9,2.34,3,5.0,0,0,4,5.0,0.0,100.0,7
311,4,53.78,2.49,3,5.0,0,16,3,5.0,0.0,100.0,7
312,4,52.28,2.4,3,3.0,0,16,3,3.0,0.0,100.0,7
313,0,191.5,2.42,3,8.0,3,0,6,8.0,0.0,24.0,7
314,0,113.9,2.42,3,5.0,2,3,4,5.0,0.0,90.0,7
315,5,79.8,2.4,3,5.0,0,1,7,5.0,0.0,100.0,7
316,0,85.94,2.44,3,7.0,0,3,6,7.0,0.0,100.0,7
317,5,81.7,2.36,3,5.0,0,3,14,5.0,0.0,100.0,7
318,3,85.8,2.43,3,5.0,0,16,4,5.0,0.0,100.0,7
319,5,115.94,2.76,3,6.0,3,16,7,6.0,2.0,57.0,7
320,4,96.3,2.9,3,6.0,0,3,6,6.0,0.0,100.0,7
321,5,136.0,2.55,3,7.0,0,1,4,7.0,1.0,100.0,7
322,4,100.0,2.34,3,5.0,0,3,7,5.0,0.0,100.0,7
323,4,103.6,2.38,3,5.0,0,1,13,5.0,0.0,100.0,7
324,4,88.0,3.0,3,5.0,0,1,3,5.0,0.0,100.0,7
325,0,68.56,2.35,3,6.0,0,3,19,6.0,0.0,100.0,7
326,3,102.6,2.79,3,5.0,0,3,3,5.0,0.0,100.0,7
327,5,73.44,2.39,3,4.0,0,16,4,4.0,1.0,100.0,7
328,0,189.0,2.4,3,6.0,0,16,6,6.0,0.0,100.0,7
329,0,111.44,2.4,3,6.0,0,0,11,6.0,0.0,100.0,7
330,4,101.25,2.46,3,5.0,3,12,4,5.0,0.0,88.0,7
331,5,72.4,2.4,3,4.0,0,3,14,4.0,0.0,100.0,7
332,0,125.5,2.35,3,5.0,0,0,13,5.0,0.0,100.0,8
333,0,193.5,2.5,3,9.0,0,2,2,8.0,1.0,100.0,7
334,4,65.56,2.31,3,4.0,0,0,6,4.0,0.0,100.0,7
335,4,84.5,2.4,3,5.0,0,0,3,4.0,0.0,100.0,7
336,5,76.7,2.32,3,5.0,0,20,7,5.0,0.0,100.0,7
337,4,79.9,2.35,3,4.0,0,0,1,4.0,0.0,100.0,7
338,0,119.7,2.09,3,7.0,0,19,8,7.0,0.0,100.0,28
339,4,68.9,2.45,3,5.0,0,3,2,5.0,1.0,100.0,7
340,4,85.25,2.74,3,4.0,0,16,13,4.0,0.0,100.0,7
341,5,69.1,2.36,3,3.0,0,0,4,3.0,0.0,100.0,7
342,5,64.4,2.4,3,4.0,0,1,7,4.0,0.0,100.0,7
343,5,57.03,2.33,3,3.0,0,0,6,3.0,0.0,100.0,7
344,5,108.06,2.9,3,7.0,0,16,6,7.0,0.0,100.0,7
345,3,94.4,2.4,3,6.0,0,16,4,6.0,0.0,100.0,7
346,0,158.6,2.5,3,8.0,0,0,7,8.0,1.0,100.0,7
347,4,113.06,2.7,3,5.0,0,16,4,5.0,0.0,100.0,7
348,4,102.5,2.4,3,7.0,3,15,15,7.0,0.0,10.0,7
349,0,114.5,2.39,3,6.0,3,3,13,6.0,0.0,65.0,7
350,3,88.1,2.3,3,5.0,0,3,8,5.0,0.0,100.0,7
351,0,82.75,2.38,3,4.0,0,0,13,4.0,0.0,100.0,7
352,0,79.2,2.43,3,4.0,0,1,6,4.0,0.0,100.0,7
353,3,96.4,2.48,3,5.0,0,1,14,5.0,0.0,100.0,7
354,4,55.9,2.75,3,3.0,0,16,3,3.0,0.0,100.0,7
355,5,78.1,2.4,3,5.0,0,3,4,5.0,0.0,100.0,7
356,0,219.4,2.8,1,10.0,0,0,15,10.0,0.0,100.0,7
357,5,80.75,2.26,3,4.0,0,3,8,4.0,0.0,100.0,7
358,3,94.7,2.41,3,5.0,0,3,2,5.0,1.0,100.0,7
359,5,58.47,2.3,3,3.0,0,0,6,3.0,0.0,100.0,7
360,4,106.06,2.7,3,6.0,0,0,1,6.0,0.0,100.0,7
361,4,72.9,2.4,3,4.0,0,21,2,4.0,1.0,100.0,7
362,5,180.5,2.9,3,9.0,3,16,3,8.0,0.0,35.0,7
