,BUILT_FORM,TOTAL_FLOOR_AREA,FLOOR_HEIGHT,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,WINDOWS_DESCRIPTION,WALLS_DESCRIPTION,ROOF_DESCRIPTION,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,MULTI_GLAZE_PROPORTION,MAINHEAT_DESCRIPTION
15716,0,253.0,2.6,1,8.0,0,3,3,8.0,0.0,100.0,7
15717,4,98.44,2.73,3,3.0,0,1,13,2.0,2.0,100.0,7
15718,5,91.06,2.58,3,5.0,0,16,14,5.0,0.0,100.0,7
15719,5,78.6,2.4,3,4.0,0,3,14,2.0,0.0,100.0,7
15720,3,84.8,2.4,3,4.0,0,1,4,4.0,0.0,100.0,7
15721,5,59.84,2.52,3,4.0,2,3,7,4.0,0.0,80.0,7
15722,5,135.8,2.8,3,8.0,0,1,13,8.0,0.0,100.0,7
15723,4,109.0,2.45,3,4.0,0,16,4,4.0,0.0,100.0,7
15724,5,47.66,2.46,3,6.0,3,3,7,6.0,0.0,20.0,7
15725,3,75.94,2.34,3,3.0,0,21,8,3.0,0.0,100.0,7
15726,3,78.4,2.36,3,3.0,2,27,8,3.0,0.0,90.0,21
15727,0,80.75,2.4,3,4.0,0,16,2,4.0,0.0,100.0,7
15728,5,81.75,2.28,3,5.0,0,3,7,5.0,0.0,100.0,7
15729,5,59.2,2.35,3,3.0,0,0,15,3.0,0.0,100.0,7
15730,3,82.2,2.49,3,4.0,0,16,13,1.0,1.0,100.0,30
15731,3,102.5,2.42,3,6.0,2,3,4,5.0,0.0,95.0,7
15732,5,64.2,2.43,3,5.0,0,3,7,5.0,0.0,100.0,7
15733,0,93.4,2.37,3,5.0,0,3,4,5.0,0.0,100.0,7
15734,0,194.4,2.39,3,9.0,2,21,4,9.0,1.0,80.0,7
15735,0,231.0,2.62,3,6.0,0,1,19,6.0,0.0,100.0,7
15736,0,101.7,2.3,3,6.0,0,0,15,6.0,0.0,100.0,7
15737,3,88.25,2.3,3,5.0,0,1,2,5.0,0.0,100.0,7
15738,0,103.94,2.32,3,6.0,0,1,13,6.0,0.0,100.0,35
15739,3,113.0,2.5,1,4.0,0,0,11,4.0,0.0,100.0,7
15740,4,104.0,2.8,3,4.0,0,16,3,4.0,1.0,100.0,7
15741,3,67.75,2.41,3,3.0,0,0,7,3.0,0.0,100.0,7
15742,4,57.34,2.4,3,3.0,0,3,0,3.0,0.0,100.0,7
15743,4,86.56,2.3,3,5.0,0,1,6,5.0,0.0,100.0,7
15744,4,82.4,2.3,3,4.0,0,25,13,1.0,0.0,100.0,7
15745,5,109.2,2.5,3,5.0,0,1,4,5.0,1.0,100.0,7
15746,4,147.9,2.81,3,6.0,0,16,8,6.0,1.0,100.0,7
15747,5,76.25,2.402,3,5.0,0,3,4,5.0,0.0,100.0,7
15748,5,79.4,2.4,3,5.0,0,1,4,5.0,0.0,100.0,7
15749,5,87.7,2.56,3,5.0,0,16,4,5.0,0.0,100.0,7
15750,0,109.4,2.47,3,5.0,0,1,3,5.0,1.0,100.0,7
15751,3,65.8,2.28,3,3.0,4,0,4,3.0,0.0,0.0,7
15752,5,89.56,2.32,3,5.0,0,0,15,5.0,0.0,100.0,29
15753,4,63.9,2.73,3,3.0,0,16,3,3.0,0.0,100.0,7
15754,4,90.9,2.3,3,4.0,0,0,7,4.0,0.0,100.0,7
15755,4,106.8,3.0,3,4.0,0,3,1,4.0,0.0,100.0,7
15756,3,104.8,2.3,3,5.0,0,3,4,5.0,0.0,100.0,7
15757,5,113.3,2.71,3,6.0,0,3,8,6.0,2.0,100.0,7
15758,3,66.4,2.39,3,4.0,0,20,8,4.0,0.0,100.0,7
15759,0,175.0,2.4,3,5.0,3,3,14,5.0,0.0,13.0,7
15760,5,88.1,2.4,3,4.0,0,3,3,4.0,0.0,100.0,7
15761,5,76.44,2.64,3,5.0,2,3,14,2.0,1.0,85.0,30
15762,5,93.06,2.7,3,5.0,0,1,4,5.0,0.0,100.0,7
15763,4,86.6,2.41,3,5.0,0,1,17,5.0,0.0,100.0,7
15764,5,90.75,2.65,3,5.0,0,1,9,5.0,3.0,100.0,7
15765,5,106.4,2.67,3,4.0,0,1,4,4.0,0.0,100.0,7
15766,4,76.8,2.7,3,5.0,2,16,3,5.0,0.0,90.0,7
15767,0,168.8,2.385,3,5.0,0,3,18,5.0,0.0,100.0,7
15768,0,116.56,2.32,3,6.0,0,0,7,6.0,0.0,100.0,7
15769,0,107.94,2.39,3,5.0,0,0,8,5.0,0.0,100.0,8
15770,5,70.0,2.43,3,6.0,0,16,3,6.0,0.0,100.0,7
15771,5,65.06,2.3,3,5.0,0,0,7,5.0,0.0,100.0,7
15772,0,114.1,2.352,3,6.0,0,1,13,6.0,0.0,100.0,7
15773,4,76.44,2.4,3,4.0,0,25,8,4.0,0.0,100.0,7
15774,0,91.5,2.4,3,5.0,0,3,13,5.0,0.0,100.0,7
15775,4,80.94,2.65,3,5.0,4,16,3,5.0,0.0,0.0,7
15776,4,84.25,2.432,3,4.0,0,0,7,4.0,0.0,100.0,7
15777,3,114.75,2.86,3,6.0,0,16,11,6.0,0.0,100.0,7
15778,1,51.66,2.32,0,2.0,0,25,14,2.0,0.0,100.0,21
15779,0,117.06,2.36,3,6.0,0,0,15,6.0,0.0,100.0,7
15780,4,43.88,2.3,3,3.0,0,0,19,3.0,0.0,100.0,7
15781,4,68.6,2.8,3,5.0,0,12,6,5.0,0.0,100.0,7
15782,0,185.9,2.37,3,8.0,2,1,7,8.0,0.0,80.0,7
15783,5,73.8,2.26,3,5.0,0,1,14,5.0,0.0,100.0,7
15784,4,98.1,2.87,3,6.0,0,16,4,6.0,0.0,100.0,7
15785,5,84.4,2.3,3,5.0,0,3,6,5.0,0.0,100.0,7
15786,5,67.3,2.34,3,5.0,0,16,19,5.0,0.0,100.0,7
15787,0,140.5,2.26,3,3.0,0,2,4,3.0,0.0,100.0,7
15788,5,459.2,2.4,3,6.0,0,2,8,6.0,0.0,100.0,7
15789,0,109.1,2.63,3,5.0,3,16,14,5.0,0.0,90.0,7
15790,4,100.9,2.44,3,5.0,0,1,4,5.0,0.0,100.0,7
15791,4,62.94,1.54,3,3.0,0,0,1,3.0,0.0,100.0,16
15792,4,97.8,2.71,3,6.0,3,1,7,6.0,1.0,15.0,7
15793,4,77.44,2.79,3,4.0,0,1,17,4.0,0.0,100.0,7
15794,5,109.25,2.6,3,4.0,0,3,4,4.0,0.0,100.0,2
15795,4,81.9,2.4,3,3.0,0,1,4,3.0,0.0,100.0,7
15796,5,84.9,2.42,3,5.0,0,0,7,5.0,0.0,100.0,7
15797,3,114.0,2.6,3,5.0,0,0,8,5.0,0.0,100.0,7
15798,4,86.4,2.3,3,5.0,0,0,19,5.0,0.0,100.0,7
15799,5,91.0,2.45,3,5.0,2,1,8,4.0,0.0,80.0,7
15800,0,208.1,2.28,3,6.0,0,0,15,6.0,1.0,100.0,8
15801,5,92.9,2.45,3,6.0,0,16,3,5.0,2.0,100.0,7
15802,0,129.5,2.41,3,6.0,0,0,11,6.0,0.0,100.0,7
15803,3,61.6,2.84,3,4.0,0,16,3,3.0,0.0,100.0,7
15804,5,84.7,2.37,3,6.0,0,1,9,4.0,0.0,100.0,7
15805,3,73.8,2.35,3,3.0,4,2,4,3.0,0.0,0.0,7
15806,5,70.2,2.3,3,4.0,0,0,4,4.0,0.0,100.0,7
15807,3,95.2,2.35,3,6.0,0,3,4,6.0,0.0,100.0,7
15808,3,84.4,2.38,3,5.0,0,3,6,5.0,0.0,100.0,7
15809,5,92.7,2.74,3,5.0,2,16,8,5.0,0.0,90.0,7
15810,5,171.0,2.6,3,4.0,0,1,4,4.0,0.0,100.0,7
15811,5,70.0,2.5,3,5.0,0,27,4,5.0,0.0,100.0,7
15812,3,64.25,2.4,3,3.0,0,0,7,3.0,0.0,100.0,7
15813,5,98.1,2.5,3,5.0,0,3,8,5.0,0.0,100.0,7
15814,3,240.8,2.5,3,8.0,0,0,6,8.0,1.0,100.0,13
15815,4,81.56,2.42,3,4.0,0,1,4,4.0,1.0,100.0,7
15816,0,106.56,2.31,3,7.0,0,0,4,7.0,0.0,100.0,7
15817,5,135.5,2.67,3,7.0,0,16,8,7.0,1.0,100.0,7
15818,5,61.6,2.31,3,4.0,2,1,4,3.0,0.0,95.0,7
15819,0,109.2,2.4,3,5.0,0,3,8,5.0,0.0,100.0,7
15820,4,39.53,2.35,3,2.0,4,25,6,2.0,0.0,0.0,7
15821,3,70.1,2.36,3,3.0,0,3,6,3.0,0.0,100.0,7
15822,0,136.5,2.3,1,5.0,0,3,15,5.0,0.0,100.0,7
15823,3,72.2,2.36,3,5.0,0,0,3,2.0,0.0,100.0,21
15824,2,66.3,2.6,3,3.0,3,16,3,3.0,0.0,25.0,7
15825,5,99.5,2.38,3,4.0,0,0,6,4.0,0.0,100.0,7
15826,4,75.8,2.3,3,4.0,0,16,4,4.0,0.0,100.0,7
15827,0,192.2,2.4,3,7.0,0,0,6,7.0,1.0,100.0,7
15828,5,90.56,2.4,3,5.0,0,1,4,5.0,0.0,100.0,7
15829,3,119.44,2.35,3,7.0,0,3,14,7.0,0.0,100.0,8
15830,5,105.5,2.4,3,6.0,0,3,7,6.0,0.0,100.0,7
15831,5,48.16,2.39,3,3.0,0,3,4,3.0,0.0,100.0,7
15832,4,80.5,2.7,3,4.0,0,16,4,4.0,2.0,100.0,7
15833,3,90.9,2.33,3,4.0,0,12,6,4.0,0.0,100.0,7
15834,0,101.1,2.4,3,5.0,0,0,11,5.0,0.0,100.0,7
15835,0,122.75,2.39,3,6.0,0,0,7,6.0,0.0,100.0,7
15836,0,199.0,2.4,3,6.0,0,0,7,6.0,0.0,100.0,7
15837,3,105.4,2.74,3,5.0,0,8,3,4.0,0.0,100.0,7
15838,5,95.7,2.5,3,4.0,0,3,6,4.0,0.0,100.0,7
15839,0,179.4,2.36,3,7.0,2,1,4,7.0,0.0,88.0,7
15840,5,70.2,2.4,3,3.0,0,0,8,3.0,0.0,100.0,7
15841,0,152.5,2.39,3,8.0,0,1,8,8.0,0.0,100.0,8
15842,3,83.5,2.8,3,4.0,0,1,14,4.0,2.0,100.0,7
15843,4,78.25,2.7,3,5.0,4,16,5,5.0,0.0,0.0,7
15844,0,95.25,2.3,3,6.0,0,0,6,6.0,0.0,100.0,7
15845,3,62.75,2.3,3,4.0,0,0,8,4.0,0.0,100.0,7
15846,4,70.2,2.35,3,4.0,0,3,8,4.0,0.0,100.0,7
15847,5,83.2,2.4,3,5.0,3,0,6,5.0,0.0,80.0,7
15848,5,107.2,2.42,3,6.0,0,3,8,6.0,0.0,100.0,7
15849,2,41.2,2.4,3,2.0,0,25,14,2.0,0.0,100.0,21
15850,4,73.8,2.3,3,3.0,0,25,8,3.0,0.0,100.0,7
15851,0,65.7,2.25,3,5.0,0,0,14,5.0,0.0,100.0,7
15852,5,82.1,2.4,3,4.0,0,19,8,4.0,0.0,100.0,21
15853,5,147.6,2.63,3,8.0,3,16,3,8.0,0.0,70.0,7
15854,4,83.1,2.3,3,5.0,0,3,8,5.0,0.0,100.0,7
15855,0,249.8,2.4,3,7.0,0,0,6,7.0,0.0,100.0,8
15856,5,103.4,2.3,3,6.0,0,1,0,6.0,0.0,100.0,7
15857,5,95.6,2.3,3,3.0,0,3,6,3.0,0.0,100.0,7
15858,4,72.56,2.57,3,4.0,0,16,14,4.0,0.0,100.0,7
15859,4,125.3,2.4,3,6.0,0,16,4,6.0,0.0,100.0,7
15860,4,79.0,2.67,3,4.0,3,16,11,4.0,0.0,75.0,7
15861,5,82.44,2.54,3,5.0,0,16,8,5.0,0.0,100.0,7
15862,0,155.8,2.33,3,7.0,0,0,8,7.0,0.0,100.0,7
15863,3,85.94,2.4,3,5.0,0,3,11,5.0,0.0,100.0,7
15864,4,75.5,2.6,3,4.0,3,1,3,4.0,0.0,95.0,7
15865,0,123.2,2.29,3,9.0,0,0,18,9.0,0.0,100.0,7
15866,3,66.0,2.4,3,3.0,0,2,7,3.0,0.0,100.0,7
15867,5,124.8,2.54,3,5.0,0,16,9,5.0,1.0,100.0,7
15868,5,78.2,2.41,3,5.0,0,3,6,5.0,0.0,100.0,7
15869,3,76.5,2.26,3,3.0,3,1,5,3.0,0.0,58.0,7
15870,5,99.3,2.4,3,5.0,0,1,7,5.0,0.0,100.0,7
15871,3,83.56,2.55,3,5.0,4,16,6,5.0,2.0,0.0,7
15872,3,105.9,2.75,3,6.0,0,16,3,6.0,0.0,100.0,7
15873,5,78.6,2.54,3,5.0,3,1,3,5.0,0.0,85.0,7
15874,5,94.7,2.4,3,5.0,0,1,14,5.0,0.0,100.0,8
15875,5,78.9,2.29,3,4.0,2,3,4,4.0,0.0,90.0,7
15876,5,64.94,2.36,3,3.0,0,3,15,3.0,0.0,100.0,7
15877,4,85.3,2.3,3,5.0,0,25,6,5.0,0.0,100.0,7
15878,4,82.25,2.61,3,5.0,0,16,4,5.0,0.0,100.0,7
15879,5,86.2,2.3,3,5.0,0,3,4,5.0,0.0,100.0,7
15880,3,67.2,2.5,3,4.0,0,0,6,4.0,0.0,100.0,7
15881,3,159.2,2.9,3,7.0,0,16,4,7.0,1.0,100.0,30
15882,4,65.9,2.4,3,5.0,0,3,3,5.0,0.0,100.0,7
15883,4,91.4,2.8,3,4.0,0,1,14,4.0,0.0,100.0,7
15884,0,117.8,2.3,3,6.0,0,0,7,6.0,0.0,100.0,7
15885,5,49.9,2.53,3,3.0,0,0,6,3.0,0.0,100.0,7
15886,5,88.1,2.4,3,4.0,0,1,4,4.0,2.0,100.0,7
15887,5,54.25,2.27,3,5.0,0,16,11,5.0,0.0,100.0,7
15888,4,69.0,2.97,3,4.0,0,16,4,4.0,0.0,100.0,7
15889,0,88.5,2.4,3,6.0,0,3,8,6.0,0.0,100.0,7
15890,4,52.22,2.21,3,4.0,0,0,4,4.0,0.0,100.0,7
15891,0,118.4,2.57,3,7.0,0,16,8,6.0,1.0,100.0,7
15892,0,254.4,2.36,3,9.0,0,0,15,8.0,0.0,100.0,7
15893,4,88.0,2.5,3,5.0,0,1,3,5.0,0.0,100.0,7
15894,0,130.2,2.39,3,5.0,0,0,6,5.0,0.0,100.0,7
15895,3,78.0,2.4,3,4.0,0,3,6,4.0,0.0,100.0,7
15896,4,71.7,2.41,3,4.0,0,3,8,4.0,0.0,100.0,7
15897,5,84.2,2.36,3,5.0,0,1,3,5.0,0.0,100.0,7
15898,0,107.8,2.5,3,4.0,0,16,17,4.0,0.0,100.0,8
15899,5,81.44,2.42,3,4.0,0,3,14,4.0,1.0,100.0,7
15900,0,208.0,2.4,3,10.0,0,25,7,10.0,1.0,100.0,7
15901,5,62.56,2.35,3,4.0,0,1,6,4.0,0.0,100.0,7
15902,5,71.2,2.43,3,5.0,0,3,8,5.0,0.0,100.0,7
15903,5,81.25,2.58,3,6.0,0,1,16,6.0,0.0,100.0,7
15904,0,233.0,2.31,3,9.0,3,0,19,9.0,2.0,59.0,7
15905,4,72.56,2.45,3,5.0,0,3,14,5.0,0.0,100.0,7
15906,4,75.44,2.3,3,4.0,0,2,13,4.0,0.0,100.0,7
15907,4,98.0,2.8,3,6.0,3,1,13,6.0,0.0,10.0,7
15908,0,96.1,2.31,3,7.0,0,2,6,7.0,0.0,100.0,7
15909,5,115.0,2.57,3,6.0,0,1,7,6.0,0.0,100.0,1
15910,5,70.44,2.45,3,5.0,0,3,4,5.0,0.0,100.0,7
15911,4,74.7,2.36,3,4.0,0,3,6,4.0,0.0,100.0,7
15912,0,138.4,2.3,3,7.0,0,0,4,7.0,0.0,100.0,7
15913,4,110.25,2.23,3,6.0,3,1,4,6.0,0.0,70.0,7
15914,3,51.34,2.33,3,3.0,4,16,4,3.0,1.0,0.0,7
15915,0,86.3,2.574,3,4.0,0,16,4,4.0,0.0,100.0,7
15916,0,80.6,2.35,3,5.0,0,0,12,5.0,0.0,100.0,7
15917,5,61.4,2.4,3,4.0,0,16,3,4.0,0.0,100.0,7
15918,4,137.0,2.85,3,6.0,2,8,3,6.0,2.0,82.0,7
15919,3,76.3,2.42,3,3.0,0,21,12,3.0,0.0,100.0,7
15920,0,86.8,2.3,3,5.0,0,0,7,5.0,0.0,100.0,7
15921,5,93.7,2.51,3,5.0,0,1,6,5.0,0.0,100.0,7
15922,5,77.25,2.45,3,5.0,2,3,11,5.0,0.0,90.0,7
15923,4,56.38,2.7,3,4.0,0,16,4,4.0,0.0,100.0,7
15924,5,107.2,2.47,3,5.0,2,1,3,5.0,1.0,90.0,7
15925,5,73.06,2.3,3,4.0,0,3,11,4.0,0.0,100.0,21
15926,4,101.5,2.28,3,6.0,0,3,7,6.0,0.0,100.0,7
15927,4,77.1,2.59,3,5.0,0,1,13,5.0,0.0,100.0,7
15928,3,86.1,2.31,3,5.0,0,0,6,5.0,0.0,100.0,7
15929,0,126.5,2.4,3,5.0,0,1,4,5.0,0.0,100.0,7
15930,5,90.0,2.3,3,5.0,0,2,4,5.0,0.0,100.0,7
15931,4,69.56,2.48,3,5.0,0,2,4,2.0,0.0,100.0,21
15932,4,61.22,10.89,1,4.0,2,16,7,4.0,0.0,90.0,7
15933,5,97.7,2.39,3,5.0,0,21,6,5.0,0.0,100.0,7
15934,0,412.0,2.73,3,10.0,0,1,8,10.0,0.0,100.0,7
15935,5,72.0,2.3,3,3.0,0,3,8,3.0,0.0,100.0,7
15936,5,86.6,2.44,3,5.0,2,3,8,5.0,1.0,85.0,7
15937,0,143.2,3.18,3,7.0,0,0,7,7.0,1.0,100.0,8
15938,4,59.2,2.2,0,2.0,0,0,11,2.0,0.0,100.0,7
15939,0,183.4,2.4,3,7.0,0,0,8,7.0,1.0,100.0,1
15940,0,118.75,2.41,3,6.0,0,25,6,6.0,0.0,100.0,7
15941,5,79.7,2.5,3,5.0,0,1,11,5.0,0.0,100.0,7
15942,4,78.0,2.32,3,4.0,0,0,1,4.0,0.0,100.0,7
15943,5,66.6,2.44,3,5.0,0,0,6,5.0,0.0,100.0,7
15944,5,56.9,2.36,3,3.0,0,25,4,3.0,0.0,100.0,7
15945,0,107.0,2.6,3,6.0,3,1,4,6.0,0.0,50.0,7
15946,0,115.7,2.3,3,8.0,0,0,7,8.0,0.0,100.0,7
15947,4,78.06,2.29,3,4.0,0,1,8,4.0,0.0,100.0,5
15948,5,75.56,2.37,3,4.0,0,3,7,4.0,0.0,100.0,7
15949,5,130.2,2.5,3,8.0,3,0,15,8.0,0.0,45.0,7
15950,1,78.9,2.8,3,3.0,0,12,4,3.0,0.0,100.0,7
15951,5,101.0,2.38,3,6.0,0,0,1,6.0,0.0,100.0,7
15952,3,73.4,2.3,3,5.0,1,3,11,5.0,0.0,100.0,7
15953,4,106.5,2.62,3,6.0,3,16,9,6.0,0.0,75.0,7
15954,5,69.44,2.31,3,4.0,0,25,16,4.0,0.0,100.0,7
15955,5,65.8,2.4,3,4.0,0,16,4,4.0,0.0,100.0,7
15956,5,122.4,2.46,3,6.0,0,1,4,6.0,0.0,100.0,7
15957,3,124.7,2.6,3,7.0,0,0,7,7.0,0.0,100.0,7
15958,3,83.44,2.35,3,4.0,0,3,8,4.0,0.0,100.0,7
15959,5,61.75,2.33,3,3.0,0,0,6,3.0,1.0,100.0,7
15960,0,368.0,2.49,3,8.0,0,0,6,8.0,0.0,100.0,7
15961,0,166.5,3.0,3,8.0,3,16,4,8.0,3.0,10.0,7
15962,0,112.8,2.4,3,7.0,0,0,12,7.0,0.0,100.0,7
15963,4,76.0,2.5,3,4.0,0,16,7,4.0,0.0,100.0,7
15964,5,82.2,2.3,3,5.0,0,1,7,5.0,0.0,100.0,7
15965,5,108.2,2.46,3,5.0,0,1,4,5.0,0.0,100.0,7
15966,0,168.4,2.49,1,6.0,3,3,14,6.0,1.0,70.0,7
15967,4,83.6,2.33,3,4.0,0,21,8,4.0,0.0,100.0,7
15968,5,96.0,2.3,3,6.0,0,1,13,6.0,0.0,100.0,7
15969,3,50.9,2.63,3,4.0,0,19,7,4.0,0.0,100.0,7
15970,4,86.0,2.44,3,5.0,0,3,4,5.0,0.0,100.0,7
15971,4,82.8,2.27,3,5.0,0,1,4,5.0,0.0,100.0,7
15972,5,61.2,2.46,3,4.0,0,3,6,4.0,0.0,100.0,7
15973,3,89.06,3.17,3,4.0,0,3,14,1.0,0.0,100.0,35
15974,4,81.4,2.18,3,7.0,0,1,3,7.0,0.0,100.0,7
15975,5,139.8,2.57,3,5.0,0,16,6,5.0,0.0,100.0,7
15976,4,82.5,2.6,3,5.0,0,19,6,5.0,1.0,100.0,7
15977,4,80.6,2.69,3,5.0,0,16,3,5.0,0.0,100.0,7
15978,0,123.5,2.26,3,8.0,0,3,20,8.0,1.0,100.0,7
15979,5,134.0,2.51,3,5.0,0,0,11,5.0,0.0,100.0,7
15980,0,223.2,2.62,3,10.0,0,25,19,10.0,1.0,100.0,7
15981,0,134.1,2.3,3,6.0,0,0,15,6.0,0.0,100.0,1
15982,0,172.2,2.46,1,7.0,0,0,6,7.0,1.0,100.0,7
15983,0,515.0,4.72,1,14.0,0,15,7,9.0,2.0,100.0,8
15984,4,82.94,2.56,3,5.0,0,16,4,5.0,0.0,100.0,7
15985,5,77.56,2.39,3,5.0,0,1,10,5.0,1.0,100.0,21
15986,5,113.0,2.57,3,5.0,0,1,6,5.0,0.0,100.0,7
15987,3,56.56,2.45,3,4.0,2,3,16,4.0,0.0,85.0,7
15988,4,88.8,2.74,3,5.0,0,16,7,5.0,0.0,100.0,7
15989,5,90.1,2.6,3,5.0,0,1,6,5.0,0.0,100.0,7
15990,5,148.5,2.68,3,6.0,0,16,3,6.0,0.0,100.0,7
15991,5,88.75,2.72,3,5.0,0,16,4,5.0,0.0,100.0,7
15992,5,70.1,2.43,3,4.0,0,16,7,4.0,0.0,100.0,7
15993,5,96.9,2.47,3,4.0,0,1,4,4.0,0.0,100.0,7
15994,0,146.1,2.39,3,8.0,0,0,7,8.0,0.0,100.0,7
15995,4,113.06,2.58,1,6.0,0,1,20,4.0,0.0,100.0,7
15996,4,103.9,2.46,3,6.0,3,1,4,6.0,0.0,42.0,7
15997,3,163.8,2.2,3,7.0,0,11,11,7.0,0.0,100.0,21
15998,4,70.56,2.6,3,5.0,0,19,8,3.0,1.0,100.0,29
15999,5,44.06,2.56,3,5.0,0,3,6,5.0,0.0,100.0,7
16000,5,93.06,2.67,3,5.0,0,16,8,5.0,0.0,100.0,7
16001,3,60.4,2.3,3,3.0,0,3,4,3.0,0.0,100.0,7
16002,4,80.7,2.25,3,4.0,0,1,14,4.0,0.0,100.0,7
16003,5,71.44,2.7,3,5.0,0,2,11,5.0,0.0,100.0,7
16004,0,249.5,2.55,3,9.0,0,1,6,9.0,0.0,100.0,8
16005,3,152.0,2.4,3,7.0,0,16,4,7.0,0.0,100.0,7
16006,3,84.4,2.4,3,4.0,0,0,4,1.0,0.0,100.0,7
16007,0,127.94,2.35,3,6.0,0,3,6,6.0,0.0,100.0,7
16008,0,140.5,2.5,3,5.0,0,5,11,5.0,0.0,100.0,7
16009,0,121.4,2.51,3,7.0,0,0,6,7.0,1.0,100.0,7
16010,3,65.8,2.25,3,3.0,0,0,4,3.0,0.0,100.0,7
16011,5,104.8,2.74,3,6.0,0,16,16,6.0,1.0,100.0,7
16012,4,54.6,2.3,3,3.0,0,0,6,3.0,0.0,100.0,7
16013,0,127.75,2.4,3,6.0,0,0,4,6.0,0.0,100.0,7
16014,5,63.2,2.4,3,3.0,0,3,4,3.0,0.0,100.0,7
16015,4,54.88,2.33,3,3.0,0,0,4,3.0,0.0,100.0,7
16016,4,86.5,2.44,3,5.0,0,3,7,5.0,0.0,100.0,7
16017,4,74.6,2.3,3,4.0,0,1,13,4.0,0.0,100.0,7
16018,5,97.7,2.4,3,5.0,0,3,8,5.0,0.0,100.0,7
16019,4,98.0,2.6,3,4.0,0,16,3,4.0,0.0,100.0,7
16020,5,86.4,2.4,3,5.0,0,0,6,5.0,0.0,100.0,7
16021,4,78.7,2.43,3,5.0,3,16,14,5.0,0.0,64.0,7
16022,5,79.6,2.6,3,5.0,3,1,14,4.0,0.0,90.0,7
16023,0,137.0,2.4,3,5.0,4,1,4,5.0,2.0,0.0,7
16024,4,84.6,2.35,3,5.0,0,16,13,5.0,0.0,100.0,7
16025,5,68.6,2.4,3,4.0,0,0,14,4.0,0.0,100.0,7
16026,4,72.8,2.89,3,3.0,0,12,11,3.0,0.0,100.0,7
16027,5,119.56,2.51,3,5.0,3,16,4,5.0,0.0,60.0,7
16028,5,101.9,2.61,3,8.0,0,3,14,8.0,0.0,100.0,7
16029,0,103.06,2.3,3,4.0,0,3,4,4.0,0.0,100.0,7
16030,4,80.5,2.73,3,4.0,3,16,6,4.0,0.0,72.0,7
16031,3,103.2,2.83,3,5.0,3,16,3,5.0,0.0,90.0,7
16032,5,72.7,2.68,3,5.0,3,1,6,5.0,0.0,80.0,30
16033,4,57.66,2.43,3,4.0,0,3,7,4.0,0.0,100.0,7
16034,5,112.0,2.6,3,6.0,0,1,7,6.0,1.0,100.0,7
16035,3,89.56,2.35,3,5.0,0,0,6,5.0,0.0,100.0,7
16036,4,77.8,2.3,3,5.0,0,0,4,5.0,0.0,100.0,7
16037,0,133.1,2.5,3,5.0,0,3,8,5.0,0.0,100.0,7
16038,3,108.0,2.4,3,7.0,0,1,6,7.0,0.0,100.0,7
16039,4,87.75,2.37,3,4.0,3,16,4,4.0,0.0,15.0,7
16040,5,71.44,2.48,3,3.0,0,1,7,3.0,0.0,100.0,7
16041,3,86.4,2.346,3,5.0,0,3,7,5.0,0.0,100.0,7
16042,5,88.4,2.41,3,5.0,3,1,14,4.0,0.0,10.0,7
16043,3,75.06,2.53,3,5.0,0,19,8,5.0,0.0,100.0,7
16044,4,90.5,2.72,3,4.0,0,16,4,4.0,0.0,100.0,7
16045,5,109.2,2.3,3,5.0,0,0,7,5.0,0.0,100.0,7
16046,4,127.4,3.03,3,7.0,4,19,4,7.0,1.0,0.0,7
16047,5,85.4,2.4,3,5.0,0,1,7,5.0,0.0,100.0,7
16048,4,62.0,2.7,3,4.0,0,16,3,4.0,0.0,100.0,7
16049,1,76.2,2.18,3,3.0,0,16,11,3.0,0.0,100.0,7
16050,0,92.1,2.3,3,5.0,0,0,4,5.0,0.0,100.0,7
16051,0,93.6,2.4,3,4.0,3,1,4,4.0,0.0,95.0,7
16052,5,70.75,2.4,3,6.0,0,3,7,6.0,0.0,100.0,7
16053,5,76.4,2.44,3,4.0,3,16,7,4.0,0.0,40.0,7
16054,3,55.06,2.55,3,4.0,3,1,4,4.0,0.0,80.0,7
16055,5,120.2,2.62,3,6.0,0,1,4,6.0,1.0,100.0,7
16056,3,85.75,2.6,3,5.0,2,16,6,5.0,0.0,80.0,7
16057,4,88.1,2.3,3,5.0,0,2,13,5.0,0.0,100.0,7
16058,4,87.2,2.7,3,4.0,3,16,4,4.0,0.0,89.0,7
16059,4,40.3,2.48,3,2.0,4,0,13,2.0,1.0,0.0,21
16060,5,62.4,2.4,3,3.0,0,3,7,3.0,0.0,100.0,7
16061,4,76.44,2.76,3,4.0,0,3,8,3.0,0.0,100.0,7
16062,3,88.1,2.41,3,5.0,0,1,4,5.0,0.0,100.0,7
16063,4,102.4,2.66,3,5.0,2,16,14,5.0,0.0,90.0,7
16064,5,79.94,2.56,3,5.0,0,1,4,5.0,0.0,100.0,7
16065,5,67.3,2.35,3,4.0,0,0,13,4.0,0.0,100.0,7
16066,5,103.9,2.45,3,5.0,0,16,13,5.0,0.0,100.0,7
16067,0,141.4,2.6,3,6.0,0,16,11,6.0,0.0,100.0,7
16068,0,295.2,2.49,3,10.0,0,1,13,10.0,2.0,100.0,7
16069,4,79.0,2.576,3,5.0,3,1,6,5.0,0.0,12.0,7
